活動日期,公告日,活動／期別,NPC,所需寵物,所需道具,獲得寵物,合成樹,入手方法,公告連結
未載明（公告日 2022-04-02）,2022-04-02,祭奠心美 忍王梅茲參見,公告未載明,梅茲,忍王梅茲設計圖A*1 忍王梅茲設計圖B*1 忍王梅茲設計圖C*1 忍王梅茲設計圖D*1 忍王梅茲設計圖E*1,忍王梅茲,梅茲 ＋ 忍王梅茲設計圖A×1 ＋ 忍王梅茲設計圖B×1 ＋ 忍王梅茲設計圖C×1 ＋ 忍王梅茲設計圖D×1 ＋ 忍王梅茲設計圖E×1 ＝ 忍王梅茲,所需寵物：當期寶盒／活動抽取：梅茲召喚書；所需道具：當期寶盒／活動抽取：忍王梅茲設計圖A（3%）、忍王梅茲設計圖B（3%）、忍王梅茲設計圖C（3%）、忍王梅茲設計圖D（3%）、忍王梅茲設計圖E（3%）,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7283.html)
未載明（公告日 2022-03-03）,2022-03-03,點燃它的怒火 召喚煉獄牛頭怪！,公告未載明,火焰牛頭怪,煉獄牛頭怪設計圖A*1 煉獄牛頭怪設計圖B*1 煉獄牛頭怪設計圖C*1 煉獄牛頭怪設計圖D*1 煉獄牛頭怪設計圖E*1,煉獄牛頭怪,火焰牛頭怪 ＋ 煉獄牛頭怪設計圖A×1 ＋ 煉獄牛頭怪設計圖B×1 ＋ 煉獄牛頭怪設計圖C×1 ＋ 煉獄牛頭怪設計圖D×1 ＋ 煉獄牛頭怪設計圖E×1 ＝ 煉獄牛頭怪,所需寵物：當期寶盒／活動抽取：火焰牛頭怪召喚書；所需道具：當期寶盒／活動抽取：煉獄牛頭怪設計圖A（3%）、煉獄牛頭怪設計圖B（3%）、煉獄牛頭怪設計圖C（3%）、煉獄牛頭怪設計圖D（3%）、煉獄牛頭怪設計圖E（3%）,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7123.html)
未載明（公告日 2022-02-10）,2022-02-10,情人節不孤單 與她共度元宵節,公告未載明,丘比特,愛神丘比特設計圖A*1 愛神丘比特設計圖B*1 愛神丘比特設計圖C*1 愛神丘比特設計圖D*1 愛神丘比特設計圖E*1,愛神丘比特,丘比特 ＋ 愛神丘比特設計圖A×1 ＋ 愛神丘比特設計圖B×1 ＋ 愛神丘比特設計圖C×1 ＋ 愛神丘比特設計圖D×1 ＋ 愛神丘比特設計圖E×1 ＝ 愛神丘比特,所需寵物：公告明載需投入此寵物；所需道具：當期寶盒／活動抽取：愛神丘比特設計圖A（1.6%）、愛神丘比特設計圖B（1.6%）、愛神丘比特設計圖C（1.6%）、愛神丘比特設計圖D（1.6%）、愛神丘比特設計圖E（1.6%）,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7023.html)
未載明（公告日 2022-01-28）,2022-01-28,一生的羈絆 打虎兄弟來拜年,公告未載明,歐茲那克,熊霸歐茲那克設計圖A*1 熊霸歐茲那克設計圖B*1 熊霸歐茲那克設計圖C*1 熊霸歐茲那克設計圖D*1 熊霸歐茲那克設計圖E*1,熊霸歐茲那克,歐茲那克 ＋ 熊霸歐茲那克設計圖A×1 ＋ 熊霸歐茲那克設計圖B×1 ＋ 熊霸歐茲那克設計圖C×1 ＋ 熊霸歐茲那克設計圖D×1 ＋ 熊霸歐茲那克設計圖E×1 ＝ 熊霸歐茲那克,所需寵物：公告明載需投入此寵物；所需道具：當期寶盒／活動抽取：熊霸歐茲那克設計圖A（1.5%）、熊霸歐茲那克設計圖B（1.5%）、熊霸歐茲那克設計圖C（1.5%）、熊霸歐茲那克設計圖D（1.5%）、熊霸歐茲那克設計圖E（1.5%）,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6963.html)
未載明（公告日 2022-01-28）,2022-01-28,一生的羈絆 打虎兄弟來拜年,公告未載明,歐茲尼克,煞氣歐茲尼克設計圖A*1 煞氣歐茲尼克設計圖B*1 煞氣歐茲尼克設計圖C*1 煞氣歐茲尼克設計圖D*1 煞氣歐茲尼克設計圖E*1,煞氣歐茲尼克,歐茲尼克 ＋ 煞氣歐茲尼克設計圖A×1 ＋ 煞氣歐茲尼克設計圖B×1 ＋ 煞氣歐茲尼克設計圖C×1 ＋ 煞氣歐茲尼克設計圖D×1 ＋ 煞氣歐茲尼克設計圖E×1 ＝ 煞氣歐茲尼克,所需寵物：當期寶盒／活動抽取：歐茲尼克召喚書；所需道具：當期寶盒／活動抽取：煞氣歐茲尼克設計圖A（1.5%）、煞氣歐茲尼克設計圖B（1.5%）、煞氣歐茲尼克設計圖C（1.5%）、煞氣歐茲尼克設計圖D（1.5%）、煞氣歐茲尼克設計圖E（1.5%）,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6963.html)
未載明（公告日 2021-12-10）,2021-12-10,進擊雙十二 歐特奇美拉降臨,NPC：裘瑟貝（公告未載明座標）,歐特奇美拉,疾風奇美拉設計圖A*1 疾風奇美拉設計圖B*1 疾風奇美拉設計圖C*1 疾風奇美拉設計圖D*1 疾風奇美拉設計圖E*1,疾風奇美拉,歐特奇美拉 ＋ 疾風奇美拉設計圖A×1 ＋ 疾風奇美拉設計圖B×1 ＋ 疾風奇美拉設計圖C×1 ＋ 疾風奇美拉設計圖D×1 ＋ 疾風奇美拉設計圖E×1 ＝ 疾風奇美拉,所需寵物：當期寶盒／活動抽取：歐特奇美拉召喚書；所需道具：當期寶盒／活動抽取：疾風奇美拉設計圖A（3%）、疾風奇美拉設計圖B（3%）、疾風奇美拉設計圖C（3%）、疾風奇美拉設計圖D（3%）、疾風奇美拉設計圖E（3%）,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6553.html)
未載明（公告日 2021-11-11）,2021-11-11,四重驚喜，震撼雙十一,NPC：裘瑟貝（公告未載明座標）,旋律影子,噩夢旋律影子設計圖A*1 噩夢旋律影子設計圖B*1 噩夢旋律影子設計圖C*1 噩夢旋律影子設計圖D*1 噩夢旋律影子設計圖E*1,噩夢旋律影子,旋律影子 ＋ 噩夢旋律影子設計圖A×1 ＋ 噩夢旋律影子設計圖B×1 ＋ 噩夢旋律影子設計圖C×1 ＋ 噩夢旋律影子設計圖D×1 ＋ 噩夢旋律影子設計圖E×1 ＝ 噩夢旋律影子,所需寵物：當期寶盒／活動抽取：旋律影子召喚書；所需道具：當期寶盒／活動抽取：噩夢旋律影子設計圖A（3%）、噩夢旋律影子設計圖B（3%）、噩夢旋律影子設計圖C（3%）、噩夢旋律影子設計圖D（3%）、噩夢旋律影子設計圖E（3%）,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6373.html)
2021-10-10～2021-11-01,2021-10-09,霸氣外露，強襲牛鬼10月10日震撼登場！！！,NPC：裘瑟貝（公告未載明座標）,牛鬼,強襲牛鬼設計圖A*1 強襲牛鬼設計圖B*1 強襲牛鬼設計圖C*1 強襲牛鬼設計圖D*1 強襲牛鬼設計圖E*1,強襲牛鬼,牛鬼 ＋ 強襲牛鬼設計圖A×1 ＋ 強襲牛鬼設計圖B×1 ＋ 強襲牛鬼設計圖C×1 ＋ 強襲牛鬼設計圖D×1 ＋ 強襲牛鬼設計圖E×1 ＝ 強襲牛鬼,所需寵物：當期寶盒／活動抽取：牛鬼召喚書；所需道具：當期寶盒／活動抽取：強襲牛鬼設計圖A（3%）、強襲牛鬼設計圖B（3%）、強襲牛鬼設計圖C（3%）、強襲牛鬼設計圖D（3%）、強襲牛鬼設計圖E（3%）,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6203.html)
2021-09-09～2021-10-01,2021-09-08,傳說降臨，深邃幻影９月９日限時登場！！！,NPC：裘瑟貝（公告未載明座標）,幻影,深邃幻影設計圖A*1 深邃幻影設計圖B*1 深邃幻影設計圖C*1 深邃幻影設計圖D*1 深邃幻影設計圖E*1,深邃幻影,幻影 ＋ 深邃幻影設計圖A×1 ＋ 深邃幻影設計圖B×1 ＋ 深邃幻影設計圖C×1 ＋ 深邃幻影設計圖D×1 ＋ 深邃幻影設計圖E×1 ＝ 深邃幻影,所需寵物：當期寶盒／活動抽取：幻影召喚書；所需道具：當期寶盒／活動抽取：深邃幻影設計圖A（3%）、深邃幻影設計圖B（3%）、深邃幻影設計圖C（3%）、深邃幻影設計圖D（3%）、深邃幻影設計圖E（3%）,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_5763.html)
2026-08-06～2026-08-27,2026-07-29,《魔力寶貝》25週年誕生慶典 正式開啟！,大法師安蕾雅（艾爾瑪城元素師家 216.188）,Lv1的白依試做體,白依變身卡*1 閃耀變異之源*10 50000G金幣,Lv1的白依（概率5%） Lv1的白依試做體（概率95%）,"Lv1的白依試做體 ＋ 白依變身卡×1 ＋ 閃耀變異之源×10 ＋ 金幣50,000G ＝ / ├ Lv1的白依（概率5%） / └ Lv1的白依試做體（概率95%）",所需寵物：當期寶盒／活動抽取：白依試做體召喚書（20%）；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_17584.html)
2026-07-07～2026-08-08,2026-07-07,湛藍的傳說 潮汐魟王降臨,NPC：引導者卡西烏斯（法蘭城魔法大學研究所 25.35）,Lv1的湛藍飛魟,湛藍之淚*188,潮汐魟王召喚書(概率10%) 潮汐王冠(概率90%),Lv1的湛藍飛魟 ＋ 湛藍之淚×188 ＝ / ├ 潮汐魟王召喚書(概率10%) / └ 潮汐王冠(概率90%),所需寵物：當期寶盒／活動抽取：湛藍飛魟召喚書（1%）；所需道具：當期寶盒／活動抽取：湛藍之淚（5%）,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_17454.html)
2026-06-06～2026-07-07,2026-06-04,黑暗中的愛之極光 百合與白銀的永恆誓約,NPC：天羽守望者（魔法大學研究所 31.8）,Lv1的百合騎士,白銀百合印記*188,百合聖騎士召喚書（概率10%） 純白誓約之冕（概率90%）,Lv1的百合騎士 ＋ 白銀百合印記×188 ＝ / ├ 百合聖騎士召喚書（概率10%） / └ 純白誓約之冕（概率90%）,所需寵物：當期寶盒／活動抽取：百合騎士召喚書（1%）；所需道具：當期寶盒／活動抽取：白銀百合印記（6%）,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_17294.html)
2026-06-06～2026-07-07,2026-06-04,黑暗中的愛之極光 百合與白銀的永恆誓約,NPC：天羽守望者（魔法大學研究所 31.8）,Lv1的白銀格鬥士,白銀百合印記*188,白銀聖鬥士召喚書（概率10%） 純白誓約之冕（概率90%）,Lv1的白銀格鬥士 ＋ 白銀百合印記×188 ＝ / ├ 白銀聖鬥士召喚書（概率10%） / └ 純白誓約之冕（概率90%）,所需寵物：當期寶盒／活動抽取：白銀格鬥士召喚書（1%）；所需道具：當期寶盒／活動抽取：白銀百合印記（6%）,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_17294.html)
2026-05-05～2026-06-06,2026-05-04,跨越凡塵的蛻變，凜冬巨龍破冰降世,NPC：凜冬祭司維瑟瑞克（法蘭城魔法大學研究所 44.50）,Lv1的凜冬巨龍,極寒龍晶*188,凜冬龍王召喚書(概率10%) 凜冬之怒(概率90%),Lv1的凜冬巨龍 ＋ 極寒龍晶×188 ＝ / ├ 凜冬龍王召喚書(概率10%) / └ 凜冬之怒(概率90%),所需寵物：當期寶盒／活動抽取：凜冬巨龍召喚書（1%）；所需道具：當期寶盒／活動抽取：極寒龍晶（6%）,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16934.html)
2026-04-04～2026-05-05,2026-04-01,聖光破曉 虛空之龍震撼來襲,NPC：虛空祭司瑟雷考（法蘭城魔法大學研究所 25.43）,Lv1的梅莉珊卓,虛空之塵*188,虛空魔龍召喚書(概率10%) 虛空印記(概率90%),Lv1的梅莉珊卓 ＋ 虛空之塵×188 ＝ / ├ 虛空魔龍召喚書(概率10%) / └ 虛空印記(概率90%),所需寵物：當期寶盒／活動抽取：梅莉珊卓召喚書（1%）；所需道具：當期寶盒／活動抽取：虛空之塵（6%）,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16764.html)
2026-03-03～2026-04-04,2026-03-03,雪之冰華傳說 通往神域的覺醒門扉,NPC：聖獸使直人（魔法大學研究所 33.31）,Lv1的雪,冰羽之花*188,天叢雲雪召喚書(概率10%) 雪之聖角(概率90%),Lv1的雪 ＋ 冰羽之花×188 ＝ / ├ 天叢雲雪召喚書(概率10%) / └ 雪之聖角(概率90%),所需寵物：當期寶盒／活動抽取：雪召喚書（1%）；所需道具：當期寶盒／活動抽取：冰羽之花（6%）,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16644.html)
2026-02-02～2026-03-03,2026-01-30,駕馭禁忌之力 簽訂噬歲時序的傳說,NPC：血歲司祭赫摩爾（魔法大學研究所 48.21）,Lv1的嗜血狂狼,年獸歲血*188,噬歲狼王召喚書(概率10%) 災厄王印(概率90%),Lv1的嗜血狂狼 ＋ 年獸歲血×188 ＝ / ├ 噬歲狼王召喚書(概率10%) / └ 災厄王印(概率90%),所需寵物：當期寶盒／活動抽取：嗜血狂狼召喚書（1%）；所需道具：當期寶盒／活動抽取：年獸歲血（6%）,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16484.html)
2026-01-01～2026-02-02,2025-12-31,千年血脈的呼喚勇者小隊再集結 首日9折&首週血脈共鳴成功率直升三倍,NPC：大賢者（魔法大學研究所 12.25）,Lv1的魔術師艾夏菲,記憶火種*188,大魔導師艾夏菲召喚書(概率30%) 勇者之魂(概率70%),Lv1的魔術師艾夏菲 ＋ 記憶火種×188 ＝ / ├ 大魔導師艾夏菲召喚書(概率30%) / └ 勇者之魂(概率70%),所需寵物：當期寶盒／活動抽取：魔術師艾夏菲召喚書（1%）；所需道具：當期寶盒／活動抽取：記憶火種（6%）,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16364.html)
2026-01-01～2026-02-02,2025-12-31,千年血脈的呼喚勇者小隊再集結 首日9折&首週血脈共鳴成功率直升三倍,NPC：大賢者（魔法大學研究所 12.25）,Lv1的戰斧帕里修斯,記憶火種*188,戰斧大師帕里修斯召喚書(概率30%) 勇者之魂(概率70%),Lv1的戰斧帕里修斯 ＋ 記憶火種×188 ＝ / ├ 戰斧大師帕里修斯召喚書(概率30%) / └ 勇者之魂(概率70%),所需寵物：當期寶盒／活動抽取：戰斧帕里修斯召喚書（1%）；所需道具：當期寶盒／活動抽取：記憶火種（6%）,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16364.html)
2026-01-01～2026-02-02,2025-12-31,千年血脈的呼喚勇者小隊再集結 首日9折&首週血脈共鳴成功率直升三倍,NPC：大賢者（魔法大學研究所 12.25）,Lv1的巫師耶克爾,記憶火種*188,巫王耶克爾召喚書(概率30%) 勇者之魂(概率70%),Lv1的巫師耶克爾 ＋ 記憶火種×188 ＝ / ├ 巫王耶克爾召喚書(概率30%) / └ 勇者之魂(概率70%),所需寵物：當期寶盒／活動抽取：巫師耶克爾召喚書（1%）；所需道具：當期寶盒／活動抽取：記憶火種（6%）,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16364.html)
2026-01-01～2026-02-02,2025-12-31,千年血脈的呼喚勇者小隊再集結 首日9折&首週血脈共鳴成功率直升三倍,NPC：大賢者（魔法大學研究所 12.25）,Lv1的劍士里昂,記憶火種*188,劍術大師里昂召喚書(概率30%) 勇者之魂(概率70%),Lv1的劍士里昂 ＋ 記憶火種×188 ＝ / ├ 劍術大師里昂召喚書(概率30%) / └ 勇者之魂(概率70%),所需寵物：當期寶盒／活動抽取：劍士里昂召喚書（1%）；所需道具：當期寶盒／活動抽取：記憶火種（6%）,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16364.html)
2025-12-12～2026-01-01,2025-12-12,虛無暗淵之主 沉睡的紫獄龍王,NPC：幻龍契約師（魔法大學研究所 46.21）,Lv1的幻紫飛龍,升華之血*188,紫獄龍王召喚書(概率10%) 紫龍魂契(概率90%),Lv1的幻紫飛龍 ＋ 升華之血×188 ＝ / ├ 紫獄龍王召喚書(概率10%) / └ 紫龍魂契(概率90%),所需寵物：當期寶盒／活動抽取：幻紫飛龍召喚書（1%）；所需道具：當期寶盒／活動抽取：升華之血（6%）,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16314.html)
2025-11-11～2025-12-12,2025-11-10,跨越死亡冥域的契約 掌控不朽龍王之力,NPC：冥界祭司佐爾薩（魔法大學研究所 42.46）,Lv1的紫金冥龍,冥域魔晶*188,紫金暴龍王召喚書 概率5% 渡召喚書 概率5% 冥龍之心 概率90%,Lv1的紫金冥龍 ＋ 冥域魔晶×188 ＝ / ├ 紫金暴龍王召喚書（概率5%） / ├ 渡召喚書（概率5%） / └ 冥龍之心（概率90%）,所需寵物：當期寶盒／活動抽取：紫金冥龍召喚書（1%）；所需道具：當期寶盒／活動抽取：冥域魔晶（6%）,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16164.html)
2025-10-10～2025-11-11,2025-10-10,改造狂想曲 超越極限的雙重詠嘆,NPC：基因調製師瑪薇拉（魔法大學研究所 34.10）,Lv1的艾德奇美拉,魔導因數*188,寒冰奇美拉召喚書 概率5% 綾香召喚書 概率5% 共生記憶活體 概率90%,Lv1的艾德奇美拉 ＋ 魔導因數×188 ＝ / ├ 寒冰奇美拉召喚書（概率5%） / ├ 綾香召喚書（概率5%） / └ 共生記憶活體（概率90%）,所需寵物：當期寶盒／活動抽取：艾德奇美拉召喚書（1%）；所需道具：公告未另載,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_16044.html)
2025-09-09～2025-10-10,2025-09-09,聖紋啟示錄 龍與騎士的誓約,NPC：聖紋研究員薩里昂（魔法大學研究所 39.47）,Lv1的魔紋幼龍,聖泉之水*188,聖紋地龍召喚書 概率5% 聖槍騎士召喚書 概率5% 地核晶石 概率90%,Lv1的魔紋幼龍 ＋ 聖泉之水×188 ＝ / ├ 聖紋地龍召喚書（概率5%） / ├ 聖槍騎士召喚書（概率5%） / └ 地核晶石（概率90%）,所需寵物：當期寶盒／活動抽取：魔紋幼龍召喚書（1%）；所需道具：當期寶盒／活動抽取：聖泉之水（6%）,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_15804.html)
2025-08-08～2025-09-09,2025-08-07,血染千魂妖刀 白焰的救贖對決,NPC：銹蝕的刀匠大河（魔法大學研究所 39.50）,Lv1的妖刀,血淬之魂*188,白焰召喚書 概率1% 鬼眼村正召喚書 概率9% 噬主之魄 概率90%,Lv1的妖刀 ＋ 血淬之魂×188 ＝ / ├ 白焰召喚書（概率1%） / ├ 鬼眼村正召喚書（概率9%） / └ 噬主之魄（概率90%）,所需寵物：當期寶盒／活動抽取：妖刀召喚書（1%）；所需道具：當期寶盒／活動抽取：血淬之魂（7%）,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_15704.html)
未載明（公告日 2025-07-03）,2025-07-03,地獄之門將啟！速奪紅魔寶箱，化身閻魔之主！,NPC：骸骨詠唱者德米拉（魔法大學研究所 47.54）,Lv1的紅魔,血契之骨*188,地獄閻魔召喚書 概率10% 閻魂精魄 概率90%,Lv1的紅魔 ＋ 血契之骨×188 ＝ / ├ 地獄閻魔召喚書（概率10%） / └ 閻魂精魄（概率90%）,所需寵物：當期寶盒／活動抽取：紅魔召喚書（1%）；所需道具：當期寶盒／活動抽取：血契之骨（7%）,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_15574.html)
2025-06-06～2025-07-07,2025-06-06,命運雙子 共譜星辰之路,NPC：雙子觀測隊長（魔法大學研究所 57.17）,Lv1的黃金加百列,雙子晶核*3,流星召喚書 概率50% 星雲召喚書 概率50%,Lv1的黃金加百列 ＋ 雙子晶核×3 ＝ / ├ 流星召喚書（概率50%） / └ 星雲召喚書（概率50%）,所需寵物：當期寶盒／活動抽取：黃金加百列召喚書（1%）；所需道具：向 NPC：雙子觀測員（魔法大學研究所 57.18） 交付 Lv1的黃金加百列＋雙子晶碎*188 取得：雙子晶核 概率90%、前置合成：Lv1的黃金加百列 ＋ 雙子晶碎×188 ＝ / ├ 流星召喚書（概率5%） / ├ 星雲召喚書（概率5%） / └ 雙子晶核（概率90%）,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_15384.html)
2025-06-06～2025-07-07,2025-06-06,命運雙子 共譜星辰之路,NPC：雙子觀測員（魔法大學研究所 57.18）,Lv1的黃金加百列,雙子晶碎*188,流星召喚書 概率5% 星雲召喚書 概率5% 雙子晶核 概率90%,Lv1的黃金加百列 ＋ 雙子晶碎×188 ＝ / ├ 流星召喚書（概率5%） / ├ 星雲召喚書（概率5%） / └ 雙子晶核（概率90%）,所需寵物：當期寶盒／活動抽取：黃金加百列召喚書（1%）；所需道具：當期寶盒／活動抽取：雙子晶碎（7%）,[查看](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_15384.html)
