名稱,種族,體力,力量,防禦,速度,魔法,技格,總檔,屬性,技能,公告日,公告連結,image,任務用途
月見紗,植物系,27,40,4,50,4,9,125,水5火5,氣功彈LV3、裂空斬LV10、連擊LV11,2025-01-22,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_14624.html),/img/專屬寵物/月見紗.gif,
劇毒花妖王,植物系,35,6,19,21,44,9,125,水4火6,混亂衝擊波LV10、超強中毒魔法LV5、強力昏睡魔法LV7,2024-12-19,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_14434.html),/img/專屬寵物/劇毒花妖王.gif,
死亡樹魔,植物系,30,49,16,24,6,9,125,地6水4,氣功彈I、裂空斬LV10、石化攻擊Lv11,2024-12-19,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_14434.html),/img/專屬寵物/死亡樹魔.gif,
番茄咩,植物系,31,44,20,24,6,9,125,火6水4,氣功彈I,2024-12-09,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_14364.html),/img/專屬寵物/番茄咩.gif,
鳳橘花妖王,植物系,21,6,15,42,41,9,125,風8地2,混亂衝擊波Lv10、強力昏睡魔法Lv7,2024-10-10,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_14084.html),/img/專屬寵物/鳳橘花妖王.gif,
戰鬥死亡樹精,植物系,27,10,31,16,41,9,125,地6水4,強力石化魔法Lv7、混亂衝擊波Lv10,2024-09-26,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_14004.html),/img/專屬寵物/死亡樹魔.gif,
戰鬥粉紅菇,植物系,40,10,15,14,46,9,125,水4火6,單體昏睡魔法Lv10、混亂衝擊波Lv10,2024-09-26,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_14004.html),/img/專屬寵物/戰鬥粉紅菇.gif,
碧水藍菇,植物系,40,6,15,16,48,9,123,地4水6,超強昏睡魔法LV5、單體昏睡魔法LV10,2024-09-26,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_13994.html),/img/專屬寵物/碧水藍菇.gif,
黃金樹靈,植物系,43,26,38,8,10,9,125,地4風6,氣絕回復Lv1、護衛Lv11,2024-09-12,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_13934.html),/img/專屬寵物/黃金樹靈.gif,
火焰舞動者,植物系,29,50,14,26,6,9,125,水2火8,乾坤一擲Lv11、突襲之舞Lv10,2024-08-08,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_13744.html),/img/專屬寵物/火焰舞動者.png,
綠豆粽子,植物系,35,16,21,11,40,9,123,地5水5,石化魔法Lv3,2024-06-06,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_13254.html),/img/專屬寵物/綠豆粽子.gif,
紅糖粽子,植物系,35,40,21,11,16,9,123,火5風5,石化攻擊Lv11,2024-06-06,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_13254.html),/img/專屬寵物/紅糖粽子.gif,
瑞竹龍舟,植物系,37,6,12,20,50,9,125,地8水2,混亂衝擊波Lv10、石化魔法LV10,2024-06-06,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_13254.html),/img/專屬寵物/瑞竹龍舟.gif,
喜焰龍舟,植物系,19,40,12,48,6,9,125,火8風2,乾坤一擲Lv11、突襲之舞Lv10,2024-06-06,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_13254.html),/img/專屬寵物/喜焰龍舟.gif,
改造水藍菇,植物系,45,10,10,18,42,9,125,地4水6,強力酒醉魔法LV7,2024-05-23,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_13104.html),/img/專屬寵物/碧水藍菇.gif,
藍色香煙鬼,植物系,43,40,15,21,6,9,125,水7火3,連擊Lv12、混亂攻擊Lv11,2024-05-16,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_13014.html),/img/專屬寵物/藍色香煙鬼.gif,
裂口食人花,植物系,26,39,26,10,19,8,120,風5地5,,2024-03-21,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_11964.html),/img/專屬寵物/裂口食人花.gif,
櫻花冰冷樹精長老,植物系,24,6,16,33,46,9,125,水6火4,混亂衝擊波Lv10、昏睡魔法Lv10,2024-03-21,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_11964.html),/img/專屬寵物/櫻花冰冷樹精長老.gif,
櫻花冰冷樹精,植物系,21,8,23,29,44,9,125,水7火3,混亂衝擊波Lv10、攻擊無效Lv5,2024-03-21,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_11964.html),/img/專屬寵物/櫻花冰冷樹精.gif,
紫幽冥傘,植物系,23,20,29,19,34,8,125,地1水9,強力中毒魔法Lv5,2024-03-07,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_11824.html),/img/專屬寵物/紫幽冥傘.gif,
綠蒲團團,植物系,31,14,16,24,40,8,125,地10,混亂衝擊波Lv10,2024-02-01,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_11584.html),/img/專屬寵物/綠蒲團團.gif,
鸚鵡綠螺,植物系,31,10,26,15,38,8,120,風2地8,,2024-01-18,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_11534.html),/img/專屬寵物/鸚鵡綠螺.gif,
西比亞烏賊,植物系,29,8,20,23,45,8,125,風1地9,混亂衝擊波Lv10,2024-01-18,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_11534.html),/img/專屬寵物/西比亞烏賊.gif,
琉璃花妖王,植物系,41,6,15,17,46,9,125,水6火4,魔法反彈Lv5、混亂衝擊波Lv10,2023-12-20,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_10844.html),/img/專屬寵物/琉璃花妖王.gif,
冰雪愛絲精靈,植物系,52,35,12,20,6,9,125,地10,潛龍殺Lv10、攻擊無效Lv5,2023-12-06,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_10764.html),/img/專屬寵物/冰雪愛絲精靈.gif,[蒼月聖學院](/任務攻略/主線任務/天空之城系列/蒼月聖學院) 水元素祕境：與迷宮內傳送石對話可直接登頂
寒晶絲諾精靈,植物系,35,52,12,20,6,9,125,水10,氣功彈Lv1、攻擊反彈Lv5,2023-12-06,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_10764.html),/img/專屬寵物/冰雪愛絲精靈.gif,[蒼月聖學院](/任務攻略/主線任務/天空之城系列/蒼月聖學院) 水元素祕境：與迷宮內傳送石對話可直接登頂
銀雪聖誕精靈,植物系,15,6,12,43,49,9,125,火10,混亂衝擊波Lv10、魔法無效Lv5,2023-12-06,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_10764.html),/img/專屬寵物/冰雪愛絲精靈.gif,[蒼月聖學院](/任務攻略/主線任務/天空之城系列/蒼月聖學院) 水元素祕境：與迷宮內傳送石對話可直接登頂
極寒雪兒精靈,植物系,43,6,12,15,49,9,125,風10,混亂衝擊波Lv10、單體昏睡魔法Lv10,2023-12-06,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_10764.html),/img/專屬寵物/冰雪愛絲精靈.gif,[蒼月聖學院](/任務攻略/主線任務/天空之城系列/蒼月聖學院) 水元素祕境：與迷宮內傳送石對話可直接登頂
花仙子,植物系,33,6,13,26,47,9,125,風5地5,魔法吸收Lv5,2023-09-21,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_10324.html),/img/專屬寵物/花仙子.gif,
散步花妖,植物系,32,10,18,19,46,8,125,地9風1,強力中毒魔法Lv3,2023-08-24,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_10184.html),/img/專屬寵物/散步花妖.gif,
星綠花妖王,植物系,32,6,19,22,46,9,125,地6水4,混亂衝擊波Lv10、魔法吸收Lv5,2023-08-24,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_10184.html),/img/專屬寵物/星綠花妖王.gif,
22週年樹精,植物系,35,48,17,19,6,9,125,水4火6,乾坤一擲Lv11、毒性攻擊Lv11,2023-08-09,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_10104.html),/img/專屬寵物/22週年樹精.gif,
古代巨櫻樹王,植物系,37,6,16,16,50,9,125,風4地6,超強混亂魔法Lv5、混亂攻擊Lv11,2023-06-21,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9754.html),/img/專屬寵物/古代巨櫻樹王.gif,[蒼月聖學院](/任務攻略/主線任務/天空之城系列/蒼月聖學院) 地元素祕境：與迷宮內傳送石對話可直接登頂
古代寒冰樹精,植物系,42,33,29,15,6,9,125,地2水8,潛龍殺Lv3,2023-06-21,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9754.html),/img/專屬寵物/古代寒冰樹精.gif,
百香小妖,植物系,30,12,27,13,38,8,120,風6地4,,2023-06-15,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9724.html),/img/專屬寵物/百香小妖.gif,
百香公主,植物系,36,6,27,16,40,9,125,風6地4,強力混亂魔法Lv3,2023-06-15,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9724.html),/img/專屬寵物/百香公主.gif,
蜜瓜小妖,植物系,32,12,16,21,39,8,120,地6水4,,2023-06-01,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9624.html),/img/專屬寵物/蜜瓜小妖.gif,
蜜瓜公主,植物系,35,6,18,21,45,8,125,地6水4,強力昏睡Lv3,2023-06-01,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9624.html),/img/專屬寵物/蜜瓜公主.gif,
古代白櫻長老,植物系,38,6,17,18,46,9,125,地3水7,攻擊反彈Lv5,2023-05-25,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9594.html),/img/專屬寵物/古代白櫻長老.gif,
古代緋櫻長老,植物系,28,6,17,27,47,9,125,火3風7,攻擊反彈Lv5,2023-04-27,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9454.html),/img/專屬寵物/古代緋櫻長老.gif,
古代紅櫻長老,植物系,35,6,24,14,46,9,125,水3火7,攻擊吸收Lv5,2023-03-02,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9134.html),/img/專屬寵物/古代紅櫻長老.gif,
地鈴花妖,植物系,27,12,14,32,35,8,120,風4地6,,2023-03-02,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9134.html),/img/專屬寵物/地鈴花妖.gif,
水鈴花妖,植物系,32,35,14,27,12,8,120,地4水6,,2023-03-02,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9134.html),/img/專屬寵物/水鈴花妖.gif,
火鈴花妖,植物系,35,14,32,27,12,8,120,水4火6,,2023-03-02,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9134.html),/img/專屬寵物/火鈴花妖.gif,
風鈴花妖,植物系,32,12,14,27,35,8,120,火4風6,,2023-03-02,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9134.html),/img/專屬寵物/風鈴花妖.gif,
橘子公主,植物系,37,6,16,22,44,8,125,火6風4,強力遺忘魔法Lv3,2023-03-02,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9134.html),/img/專屬寵物/橘子公主.gif,
番茄聖女,植物系,33,6,16,22,48,8,125,水5火5,,2023-02-02,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9044.html),/img/專屬寵物/番茄聖女.gif,
萬聖南瓜精靈,植物系,18,6,22,31,48,9,125,地5風5,,2021-10-28,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6303.html),/img/專屬寵物/萬聖南瓜精靈.gif,
晨曦南瓜怪,植物系,15,33,15,45,15,8,123,火2風8,,2021-10-28,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6303.html),/img/專屬寵物/晨曦南瓜怪.gif,
白晝南瓜怪,植物系,45,15,33,15,15,8,123,地2水8,,2021-10-28,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6303.html),/img/專屬寵物/白晝南瓜怪.gif,
黃昏南瓜怪,植物系,15,45,15,33,15,8,123,水2火8,,2021-10-28,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6303.html),/img/專屬寵物/黃昏南瓜怪.png,
暮夜南瓜怪,植物系,15,15,45,15,33,8,123,地8風2,,2021-10-28,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6303.html),/img/專屬寵物/暮夜南瓜怪.gif,
舞動花妖,植物系,36,12,17,16,39,8,120,水5火5,,2022-09-29,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8374.html),/img/專屬寵物/舞動花妖.gif,
迷魂草,植物系,29,17,15,22,37,7,120,水6火4,,2021-11-25,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6413.html),/img/專屬寵物/迷魂草.gif,
致幻海葵,植物系,28,14,22,13,33,7,110,地4水6,,2021-11-25,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6413.html),/img/專屬寵物/致幻海葵.gif,
迷幻海葵,植物系,32,13,23,11,31,7,110,風4地6,,2021-11-25,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6413.html),/img/專屬寵物/迷幻海葵.png,
荒漠兔耳仙人掌,植物系,26,42,16,25,13,8,122,火5風5,,,,/img/專屬寵物/荒漠兔耳仙人掌.gif,
懷舊樹精,植物系,42,31,34,14,3,9,124,水4火6,,2021-07-23,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_5293.html),/img/專屬寵物/懷舊樹精.gif,
改造樹精,植物系,51,24,34,10,6,8,125,水10,,,,/img/專屬寵物/改造樹精.gif,
禁地妖花,植物系,33,13,18,23,38,8,125,火5風5,,,,/img/專屬寵物/禁地妖花.gif,
黃金翼龍,龍系,32,43,17,25,8,9,125,風10,氣功彈I、連擊LV12,2025-03-19,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_14934.html),/img/專屬寵物/黃金翼龍.gif,
魔晶暴龍王,龍系,30,41,13,35,6,9,125,風5地5,氣功彈I、裂空斬Lv10,2024-10-09,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_14074.html),/img/專屬寵物/魔晶暴龍王.gif,[闇影君王](/任務攻略/主線任務/混沌雙子系列/闇影君王) 與任一陣眼對話即可傳送至最終 BOSS 房間
魔晶巨龍,龍系,26,38,27,19,10,9,120,地5風5,氣功彈I,2024-10-09,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_14074.html),/img/專屬寵物/魔晶暴龍王.gif,
戰鬥蜥蝪戰士,龍系,41,41,17,14,12,9,125,地10,裂空斬Lv6、石化攻擊Lv11,2024-09-26,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_14004.html),/img/專屬寵物/戰鬥蜥蝪戰士.gif,
戰鬥火龍蜥,龍系,37,47,12,22,7,9,125,火8風2,乾坤一擲Lv11、連擊Lv12,2024-09-26,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_14004.html),/img/專屬寵物/戰鬥火龍蜥.gif,
改造火焰翼龍,龍系,32,47,18,18,10,9,125,火10,乾坤一擲Lv11,2024-06-06,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_13264.html),/img/專屬寵物/改造火焰翼龍.gif,
埃及三頭龍,龍系,30,40,16,33,6,9,125,火10,乾坤一擲Lv11,2024-04-04,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_12184.html),/img/專屬寵物/埃及三頭龍.gif,
雷鳴穴龍,龍系,46,40,15,18,6,9,125,風10,戰慄襲心Lv11、連擊Lv12,2024-03-07,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_11824.html),/img/專屬寵物/雷鳴穴龍.gif,
寒冰龍王,龍系,34,6,12,23,50,9,125,水10,超強石化魔法Lv5、單體石化魔法Lv10,2024-03-01,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_11804.html),/img/專屬寵物/寒冰龍王.gif,
寒冰巨龍,龍系,29,45,21,24,6,9,125,水10,氣功彈I,2024-03-01,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_11804.html),/img/專屬寵物/寒冰巨龍.gif,
辰龍紅炎,龍系,20,48,11,40,6,9,125,火6風4,乾坤一擲Lv11、迅雷衝擊,2024-02-07,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_11634.html),/img/專屬寵物/辰龍紅炎.gif,
辰龍神使紅蓮,龍系,30,6,12,28,49,9,125,水5火5,混亂衝擊波Lv10、超強昏睡魔法Lv5,2024-02-07,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_11634.html),/img/專屬寵物/辰龍神使紅蓮.gif,
紅炎巨龍,龍系,26,45,23,22,9,9,125,火6風4,乾坤一擲Lv11,2024-02-07,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_11634.html),/img/專屬寵物/紅炎巨龍.gif,
衝浪小魔龍,龍系,40,6,6,26,47,9,125,地5水5,超級石化魔法Lv5；恢復魔法Lv6,2024-02-01,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_11584.html),/img/專屬寵物/衝浪小魔龍.gif,
衝浪小神龍,龍系,21,45,6,47,6,9,125,火5風5,諸刃Lv11；氣絕回復Lv1,2024-02-01,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_11584.html),/img/專屬寵物/衝浪小神龍.gif,
小神龍,龍系,47,40,12,20,6,9,125,風5地5,必殺狙擊Lv10；石化攻擊Lv11,2024-02-01,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_11584.html),/img/專屬寵物/小神龍.gif,
風龍寶,龍系,38,10,15,24,38,8,125,火1風9,混亂衝擊波Lv10,2024-02-01,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_11584.html),/img/專屬寵物/風龍寶.gif,
炎龍寶,龍系,38,35,15,24,10,8,122,水1火9,潛龍殺Lv3,2024-02-01,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_11584.html),/img/專屬寵物/炎龍寶.gif,
水龍寶,龍系,24,10,15,33,38,8,120,地1水9,強力酒醉魔法Lv3,2024-02-01,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_11584.html),/img/專屬寵物/水龍寶.gif,
地龍寶,龍系,24,33,15,33,10,8,115,風1地9,突襲之舞Lv3,2024-02-01,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_11584.html),/img/專屬寵物/地龍寶.gif,
火焰巨龍,龍系,40,42,13,24,6,9,125,火10,氣功彈I、潛龍殺Lv10,2023-12-28,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_10884.html),/img/專屬寵物/火焰巨龍.gif,
蛟龍,龍系,39,6,14,20,46,9,125,水7火3,超強遺忘魔法Lv5、混亂衝擊波Lv10,2023-12-28,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_10884.html),/img/專屬寵物/蛟龍.gif,
黃金巨龍,龍系,39,6,12,19,49,9,125,風10,超強昏睡魔法Lv5、混亂衝擊波Lv10,2023-09-25,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_10344.html),/img/專屬寵物/黃金巨龍.gif,
雛龍,龍系,12,32,22,22,27,7,115,水5火5,,2023-09-25,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_10344.html),/img/專屬寵物/雛龍.gif,
22週年水龍蜥,龍系,40,41,17,21,6,9,125,水8火2,石化攻擊Lv11、潛龍殺Lv10,2023-07-27,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9994.html),/img/專屬寵物/22週年水龍蜥.gif,
暗裔龍王,龍系,26,50,15,28,6,9,125,風5地5,氣功彈I、乾坤一擲點睛I,2023-06-21,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9754.html),/img/專屬寵物/暗裔龍王.gif,
反轉袋龍,龍系,27,8,14,30,46,9,125,風5地5,屬性反轉Lv3,2023-06-21,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9754.html),/img/專屬寵物/反轉袋龍.gif,
達哈卡,龍系,29,35,24,13,19,7,120,地6水4,,2023-06-05,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9654.html),/img/專屬寵物/達哈卡.gif,
九頭巨蛇,龍系,33,49,17,20,6,9,125,地6水4,連擊Lv12；注:對隨機目標造成4次傷害,2023-06-05,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9654.html),/img/專屬寵物/達哈卡.gif,
神聖巨龍,龍系,45,6,14,15,45,9,125,水5火5,超強補血魔法Lv5,2023-04-29,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9464.html),/img/專屬寵物/白銀巨龍.gif,[鎮魂之歌](/任務攻略/主線任務/傳說之劍系列/鎮魂之歌) 隊伍中有人持有即可跳過第 2 步驟，整隊直接登頂；[精靈之墟練級點前置攻略](/任務攻略/練功專區/精靈之墟/精靈之墟練級點前置攻略) 與任意狐狸對話即可整隊傳送至蒼峰山埡口，不必分辨真假
翼龍,龍系,32,30,26,19,18,6,125,水5火5,,2022-05-05,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7483.html),/img/專屬寵物/翼龍.gif,
神聖翼龍,龍系,16,6,14,43,46,9,125,水5火5,,2022-05-05,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7483.html),/img/專屬寵物/翼龍.gif,
大地巨龍,龍系,29,22,24,13,32,7,120,地10,,2022-09-09,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8294.html),/img/專屬寵物/大地巨龍.gif,
失翼之龍杜瓦,龍系,40,6,10,19,50,9,125,地10,,2022-09-09,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8294.html),/img/專屬寵物/大地巨龍.gif,[奧斯希爾德的召喚](/任務攻略/主線任務/傳說之劍系列/奧斯希爾德的召喚) 隊長攜帶即可從迷宮傳送石進入密道空間；[冰原禁地練功前置攻略](/任務攻略/練功專區/冰原禁地/冰原禁地練功前置攻略) 全隊直接傳送至神秘林園，免去迷宮與 BOSS 戰
暗裔龍祖,龍系,20,47,13,38,7,8,125,地5風5,氣功彈I,2022-06-02,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7743.html),/img/專屬寵物/暗裔龍祖.gif,
暗黑水龍蜥,龍系,38,38,35,9,5,8,125,水8火2,,2022-07-07,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_7913.html),/img/專屬寵物/暗黑水龍蜥.gif,
飛刺海馬,龍系,13,36,19,33,19,7,120,火3風7,,2021-11-25,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6413.html),/img/專屬寵物/飛刺海馬.png,
火頸龍,龍系,24,16,15,28,37,7,120,水3火7,喬利雅海溝3F全區域,2021-10-14,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_6223.html),/img/專屬寵物/火頸龍.png,
碧角口袋龍,龍系,12,40,13,18,42,8,125,地7風3,,2022-11-03,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_8684.html),/img/專屬寵物/碧角口袋龍.gif,
變異龍祖,龍系,26,46,13,33,7,7,125,地5風5,,2023-06-21,[公告](https://cg.originmood.com/NewsContent/zh_TW/mlbb_news_9754.html),/img/專屬寵物/變異龍祖.gif,
小白龍,龍系,20,36,9,42,16,9,123,水10,,,,/img/專屬寵物/小白龍.gif,
